songTitle,artistName,releaseYear,popularity
"Down Here On The Ground - Live At The Cliche' Lounge, Newark, New Jersey, 1970 / Remastered 2000",['Grant Green'],1970,44
Down Here on the Ground,['George Benson'],1976,36
Down Home,['Alabama'],1980,33
Down Home Blues,['Sonny Stitt'],1956,18
Down Home Blues (Xrated),['Denise LaSalle'],1983,26
Down Home Girl,['The Rolling Stones'],1965,25
Down Home Town,['Electric Light Orchestra'],1975,30
Down In A Hole,['Alice In Chains'],1992,62
"Down In A Hole - Live at the Majestic Theatre, Brooklyn, NY - April 1996",['Alice In Chains'],1996,57
Down In It,['Nine Inch Nails'],1989,45
Down In Louisiana,['Lead Belly'],1943,0
Down In Mexico,['Jerrod Niemann'],2010,42
Down In Mississippi (Up To No Good),['Sugarland'],2004,38
Down In New Orleans,['Anika Noni Rose'],2009,46
Down In The Bottom,[Howlin' Wolf],1962,21
Down In The Depths,['Wayne Shorter'],1959,12
Down In The Hole - Remastered,['The Rolling Stones'],1980,34
Down In The Tube Station At Midnight - Full Version,['The Jam'],1978,40
Down In The Tube Station At Midnight - Single Version,['The Jam'],1983,27
Down In The Willow Garden,['The Everly Brothers'],1958,38
Down In Virginia,['Jimmy Reed'],1959,11
Down In the DM,['Yo Gotti'],2016,62
Down In the DM (feat. Nicki Minaj) - Remix,"['Yo Gotti', 'Nicki Minaj']",2016,59
Down In the Flood,['The Derek Trucks Band'],2009,49
Down In the Valley,['The Norman Luboff Choir'],1956,5
Down Incognito,['Winger'],1993,36
"Down Like That (feat. Rick Ross, Lil Baby & S-X)","['KSI', 'S-X', 'Lil Baby', 'Rick Ross']",2019,71
Down Low (Nobody Has to Know) (feat. Ronald Isley & Ernie Isley),"['R. Kelly', 'Ronald Isley', 'Ernie Isley']",1995,46
Down Low Double Life,['R. Kelly'],1996,35
Down On Grandpa's Farm,['Raffi'],1985,25
Down On Kate,"['MGM Studio Orchestra', 'André Previn']",1953,3
Down On Me,"['Jeremih', '50 Cent']",2010,42
"Down On Me - Live at The Grande Ballroom, Detroit, MI - March 1968","['Big Brother & The Holding Company', 'Janis Joplin']",1972,32
Down On My Knees/Hang Up My Rock & Roll Shoes,['John Cafferty & the Beaver Brown Band'],1983,28
Down On The Corner,['Creedence Clearwater Revival'],1969,74
Down On The Corner - Jam With Booker T.,['Creedence Clearwater Revival'],1969,37
Down On The Corner - Live,['Creedence Clearwater Revival'],1980,28
Down On The Farm,['Tim McGraw'],1994,56
Down On The Rio Grande,['Johnny Rodriguez'],1979,31
Down On The Street,['Rage Against The Machine'],2000,51
Down Once More / Track Down This Murderer,"['Andrew Lloyd Webber', 'Phantom Of The Opera Original London Cast', 'Michael Crawford', 'Sarah Brightman', 'Steve Barton']",1987,35
Down Payment Blues,['AC/DC'],1978,43
Down Poison,['3 Doors Down'],2000,37
Down Rodeo,['Rage Against The Machine'],1996,57
Down So Long,['Jewel'],1998,38
Down South,"['Mista Madd', 'Yungstar', 'Slim Thug']",1999,35
Down South Blues,['Dock Boggs'],1964,13
Down South Jukin',['Lynyrd Skynyrd'],1998,40
Down South Jukin' - Demo Version,['Lynyrd Skynyrd'],1973,35
Down South in New Orleans (feat. Bobby Charles) - Concert Version,"['The Band', 'Bobby Charles']",2002,40
Down The Backstreets,"['Guru', 'Lonnie Liston Smith']",1993,39
Down The Dirt Road Blues,['Charley Patton'],1990,43
Down The Dolce Vita,['Peter Gabriel'],1977,26
Down The Line,['José González'],2007,42
Down The Line - Remastered,['Ricky Nelson'],1958,14
Down The Road,['C2C'],2012,54
Down The Road Apiece,['The Rolling Stones'],1965,30
Down The Road I Go,['Travis Tritt'],2000,36
Down This Road,['Redneck Souljers'],2013,45
Down To Earth,['Stevie Wonder'],1966,21
Down To Love Town,['The Originals'],1977,27
Down To My Last Teardrop,['Tanya Tucker'],1991,33
Down To Our Last Goodbye,['Willie Nelson'],1968,18
"Down To Seeds And Stems Again Blues - Live (1973/Austin, TX)",['Commander Cody and His Lost Planet Airmen'],1974,19
Down To The Honkytonk,['Jake Owen'],2019,71
Down To The River To Pray,['Alison Krauss'],2000,50
"Down To The River To Pray - From “O Brother, Where Art Thou” Soundtrack",['Alison Krauss'],2007,57
Down To Zero,['Joan Armatrading'],1976,43
Down Together,['The Refreshments'],1996,35
Down Under,['Men At Work'],1996,73
Down Under - Acoustic Version,['Colin Hay'],2003,48
Down Under - Remastered 2005,['Art Blakey & The Jazz Messengers'],1961,22
Down Where The Drunkards Roll,['Richard & Linda Thompson'],1974,20
Down Where the Valley Are Low - Remastered Version,['Judee Sill'],1973,26
Down With Disease,['Phish'],1994,42
Down With Love,['Blossom Dearie'],1958,18
Down With The Clown,['Insane Clown Posse'],1997,38
Down With The Sickness,['Richard Cheese'],2002,45
Down With You,['Katchafire'],2014,52
Down With the King,['Run–D.M.C.'],1993,58
Down Yonder,['Willie Nelson'],1975,34
Down a Country Lane,"['Aaron Copland', 'London Symphony Orchestra']",1962,30
Down and Out - 2007 Remaster,['Genesis'],1978,31
Down at Rockaway,['Lord Invader'],1940,1
Down by the River - 2009 Remaster,"['Neil Young', 'Crazy Horse']",1969,62
Down by the River - 2017 Remaster,"['Neil Young', 'Crazy Horse']",1977,34
Down by the Seaside - 1993 Remaster,['Led Zeppelin'],1975,50
Down by the Seaside - 2012 Remaster,['Led Zeppelin'],1975,36
Down by the Side of the Road,['John Prine'],1979,23
Down for Me (feat. Mario Winans),"['Loon', 'Mario Winans']",2003,47
Down for You,['Russ'],2015,54
Down for You (feat. BJ The Chicago Kid),"['Kehlani', 'BJ The Chicago Kid']",2015,53
Down for the Third Time,['Bobby Caldwell'],1991,30
Down from Dover,['Dolly Parton'],1970,31
Down from the Sky,['Trivium'],2008,53
Down in Brazil,['Michael Franks'],1977,45
Down in Flames,['Dead Boys'],1977,25
Down in Hollywood,['Ry Cooder'],1979,35
Down in New Orleans (Finale),['Anika Noni Rose'],2009,53
Down in a Willow Garden,['The Kossoy Sisters'],1956,18
Down in the Boondocks,['Billy Joe Royal'],1965,43
Down in the Holler (feat. Justin Adams),"['Upchurch', 'Justin Adams']",2016,53
Down in the Park,['Gary Numan / Tubeway Army'],1979,39
Down in the River to Pray,"['Westcoast Miners', 'Notodden Ladies Choir']",1930,2
Down in the Track,['The Doobie Brothers'],1974,23
Down in the Valley - 2008 Remaster,['Otis Redding'],1965,22
Down in the Valley - Mono,['Otis Redding'],1965,15
Down in the Valley - Mono; 2018 Remaster,['Otis Redding'],1965,43
Down on Love,['Foreigner'],1984,36
Down on MacConnachy Square,"['Lucille Smith', 'Eddie Quillan', 'Bill Reeve', 'Dick Beavers', 'Warren Tipie', 'Dorothy Tennant', 'Richard Peel', 'Lucille Jean Norman', 'M. McLain', 'Ray Linn', 'Robert Wacker', 'Faith Kruger', 'Ernie Newton', 'Pete Roberts', 'MGM Studio Chorus']",1954,4
Down on My Knees,['Bread'],1972,29
Down on Washington,['Turnpike Troubadours'],2010,41
Down on the Street - 2005 Remaster,['The Stooges'],1970,46
Down the Highway,['Bob Dylan'],1963,43
Down the Road Tonight,"['Bruce Hornsby', 'The Range']",1986,33
Down the Train Line,"['Stranger Cole', 'Patsy Todd', 'The Fugitives']",1966,32
Down to You,['Joni Mitchell'],1974,41
Down to the Ground - Grounded Mix,['Cellular Project'],1930,0
Down to the Nightclub,['Tower Of Power'],1972,23
Down to the Sea,"['Jodi Benson', 'Samuel E. Wright', 'Rob Paulsen', 'Clancy Brown', 'Kay E Kuter']",2000,43
Down to the Waterline,['Dire Straits'],1978,45
Down to the Wire - 2017 Remaster,['Buffalo Springfield'],1977,34
Down with the Clique,['Aaliyah'],1994,40
"Down, Down, Down",['Tom Waits'],1983,29
"Down, Down, Down (feat. Suga Free, Mausberg & AMG) - Club Mix","['DJ Quik', 'Suga Free', 'Mausberg', 'AMG']",1998,38
"Down, Down, Down to Mephisto's Cafe",['Streetlight Manifesto'],2007,42
"Down, Set, Go",['Underoath'],2004,42
Downbound Train,['Chuck Berry'],1957,34
Downed,['Cheap Trick'],1977,29
Downer,['Nirvana'],1989,36
Downfall,['Children Of Bodom'],1999,48
Downhearted,['B.B. King'],1963,10
Downhearted - Remastered,['Australian Crawl'],1980,51
Downhearted Blues,['Bessie Smith'],1989,26
Downpoar,['Rain Sound Studio'],2017,69
Downpressor Man,['Peter Tosh'],1977,48
Downstream,['Supertramp'],1977,42
Downstream - Live At Pavillon de Paris/1979,['Supertramp'],1979,34
Downton Abbey - The Suite - From “Downton Abbey” Soundtrack,['The Chamber Orchestra Of London'],2011,50
Downtown,['Petula Clark'],2003,59
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","['Macklemore & Ryan Lewis', 'Grandmaster Melle Mel', 'Grandmaster Caz', 'Kool Moe Dee', 'Eric Nally']",2016,69
Downtown Girl,['Hot Chelle Rae'],2011,50
Downtown L.A.,['J.J. Cale'],1982,31
Downtown Love (feat. John Michael Rouchell),"['G-Eazy', 'John Michael Rouchell']",2014,51
Downtown Train,['Tom Waits'],1985,54
Doxy,['Sonny Rollins'],1958,35
Doxy - RVG Remaster,"['Miles Davis', 'Horace Silver', 'Sonny Rollins', 'Percy Heath', 'Kenny Clarke']",1957,35
Doy La Vida Por Un Beso,['Grupo Bryndis'],2010,58
Doña Maria And Capt. Thorpe / Elizabeth's Throne Room,['Erich Wolfgang Korngold'],1940,4
Doña Mariquita,['Raquel Meller'],1930,0
Doña Mercedes - Instrumental (Remasterizado),['Francisco Canaro'],1940,0
Dr. Beat,['Miami Sound Machine'],1984,36
Dr. Bones,[Cherry Poppin' Daddies],1990,31
Dr. Carter,['Lil Wayne'],2008,47
Dr. Dedoverde (Dr. Greenthumb) - Spanish Edit,['Cypress Hill'],1999,34
Dr. Feelgood,['Mötley Crüe'],1989,69
Dr. Feelgood (Love Is a Serious Business),['Aretha Franklin'],1967,45
Dr. Feelgood - Demo,['Mötley Crüe'],1989,35
"Dr. Feelgood - Live at Fillmore West, San Francisco, February 5, 1971",['Aretha Franklin'],1971,22
Dr. Free-Zee,['Max Roach Quintet'],1956,3
Dr. Funkenstein,['Parliament'],1976,35
Dr. Funkenstein's Supergroovalisticprosifunkstication Medley - Live/1977,['Parliament'],1977,23
Dr. Greenthumb,['Cypress Hill'],1998,32
Dr. Greenthumb - Radio Edit,['Cypress Hill'],1998,47
Dr. Heckyll & Mr. Jive,['Men At Work'],1983,31
Dr. Jackle,['Miles Davis'],1958,36
Dr. Jekyll & Mr. Hyde (1941) Dr. Jekyll's Tranformation,['Franz Waxman'],1939,0
Dr. Jekyll - Mono Version,['Miles Davis'],1958,14
"Dr. Livingstone, I Presume",['The Moody Blues'],1968,27
"Dr. Livingstone, I Presume - BBC Radio One Top Gear Session / 1968",['The Moody Blues'],1968,18
Dr. Love,['First Choice'],1976,36
Dr. Mabuse (First Life),['Propaganda'],1985,38
Dr. Psiquiatra,['Gloria Trevi'],1989,60
Dr. Rock,['Ween'],1991,26
Dr. Roof - Live,['Robin Williams'],1986,23
Dr. Seuss Is Dead,['Acid Bath'],1994,32
Dr. Seuss's Sleep Book,['Dr. Seuss'],1966,16
Dr. Stein,['Helloween'],1988,50
Dr. Wu,['Minutemen'],1984,25
Dr. Zhivago,['Emile Pandolfi'],1990,42
Draco,['JayDaYoungan'],2020,51
Dracula,['Gorillaz'],2001,47
Dracula From Houston,['Butthole Surfers'],2001,43
Dracula's Wedding (feat. Kelis),"['OutKast', 'Kelis']",2003,40
Drad Dog,['Miles Davis'],1961,27
Drad Dog - Mono Version,['Miles Davis'],1961,16
Draft Dodger Rag,['Phil Ochs'],1965,35
Draft Morning,['The Byrds'],1968,40
Draft Resister,['Steppenwolf'],1969,24
Drag,['Day Wave'],2015,59
Drag Me Down,['One Direction'],2015,78
Drag Queens and Goth People,['John Mulaney'],2009,41
Drag You Down,['Finger Eleven'],2000,40
Drag the Lake,['The Amity Affliction'],2018,61
Drag the Waters,['Pantera'],1996,49
Draggin' Shackles,['Gary Stewart'],1975,29
Draggin' the Line,['Tommy James & The Shondells'],1989,49
Draggin' the Line - Single Version,['Tommy James'],1971,42
Dragnet,['Sy Oliver'],1953,0
Drago's Entrance,['Vince DiCola'],1985,32
Dragon Age Inquisition Theme,['Trevor Morris'],2014,57
Dragon Attack,['Queen'],1980,33
Dragon Attack - Live At Milton Keynes Bowl / June 1982,['Queen'],1980,22
Dragon Attack - Remastered 2011,['Queen'],1980,37
Dragonaut,['Sleep'],1993,52
Dragonball Durag,['Thundercat'],2020,65
Dragonborn,['Jeremy Soule'],2013,60
Dragonfly,[Shaman's Harvest],2009,55
Dragonfly - Live,['Frank Marino & Mahogany Rush'],1978,23
Dragons,['Caravan Palace'],2008,39
Dragostea Din Tei,['O-Zone'],2002,58
Dragostea e ca și-o râie,['Zavaidoc'],1939,4
Dragula,['Rob Zombie'],1998,70
"Dragula - Si Non Oscillas, Noli Tintinnare Mix",['Rob Zombie'],1999,40
Drain You,['Nirvana'],1991,59
Drain the Blood,['The Distillers'],2003,51
Drama,['AJR'],2017,57
Drama (feat. Drake),"['Roy Woods', 'Drake']",2015,76
Drama Club,['Melanie Martinez'],2019,67
Drama Queen (That Girl) - Original Version,['Lindsay Lohan'],2004,43
Drama Setter,"['Tony Yayo', 'Eminem', 'Obie Trice']",2005,48
Drama!,['Erasure'],1989,31
Dramamine,['Modest Mouse'],1996,54
Dramatic Theme,['Pink Floyd'],1969,31
Dramophone,['Caravan Palace'],2012,43
Drank in My Cup,['Kirko Bangz'],2011,62
Draped Up,['Bun B'],2005,46
Drapetsona,['Stellakis Perpiniadis'],1930,0
Drastic Actions,['Bad Religion'],1982,24
Draw Me Close - Live,['Michael W. Smith'],2001,47
Draw Me Close/Thy Will Be Done,['Marvin Winans'],2012,47
Draw The Line,['Aerosmith'],1980,26
Drawing Flies,['Soundgarden'],1991,38
Drawing Symbols,['YoungBoy Never Broke Again'],2018,57
Dread and the Fugitive Mind,['Megadeth'],2001,44
Dreadlock Holiday,['10cc'],1978,67
Dreadlocks In Moonlight,['Lee Scratch Perry'],1984,25
Dream,['Dean Martin'],1959,11
"Dream - Live At Mister Kelly's, Chicago/1957",['Sarah Vaughan'],1957,8
Dream - Remastered,['Frank Sinatra'],1960,21
Dream 1 (before the wind blows it all away) - Pt. 1,['Max Richter'],2015,64
Dream A Little Dream,['Dean Martin'],1959,35
Dream A Little Dream Of Me,['Louis Armstrong'],1968,32
Dream A Little Dream Of Me - 1998 Remaster,['Dean Martin'],2009,48
Dream A Little Dream Of Me - Single Version,"['Ella Fitzgerald', 'Louis Armstrong']",1957,71
Dream A Little Dream Of Me - With Introduction,['The Mamas & The Papas'],1968,68
Dream A Little Longer,['Ella Fitzgerald'],1955,12
Dream About You - Pop A.C. Mix,['Stevie B'],1998,43
Dream All Day,['The Posies'],1993,38
Dream Attack - 2015 Remaster,['New Order'],1989,42
Dream Away - 2004 Mix,['George Harrison'],1982,33
Dream Baby,['Cher'],1965,17
Dream Baby (How Long Must I Dream),['Glen Campbell'],1971,26
Dream Baby Dream,['Suicide'],1999,53
Dream Boy / Dream Girl,['Johnny O.'],2005,44
Dream Brother,['Jeff Buckley'],1994,45
Dream Café,['Greg Brown'],1992,37
Dream Catch Me,['Newton Faulkner'],2007,51
Dream Chaser,['The Judds'],1985,23
Dream Come True,['The Temptations'],1964,20
Dream Dancing,['Ray Anthony'],1961,14
Dream Drums - All Over Sound Factory Mix,"['Junior Vasquez', 'Lectroluv (Fred Jorio)']",1993,33
Dream Dust,['Les Paul'],1951,3
Dream Eater,"['Kill Bill: The Rapper', 'Rekcahdam', 'Rav']",2014,48
Dream Evil,['Dio'],1987,36
Dream Gerrard,['Traffic'],1974,23
Dream Girl,['Norman Fox and The Rob Roys'],1959,12
Dream Girl - Remix,"['Ir Sais', 'Rauw Alejandro']",2019,80
Dream Glow (BTS World Original Soundtrack) - Pt. 1,"['BTS', 'Charli XCX']",2019,68
Dream Gypsy,"['Bill Evans', 'Jim Hall']",1962,45
Dream Is Collapsing,['Hans Zimmer'],2010,59
Dream Lady,['Bread'],1972,27
Dream Land,['Bunny Wailer'],1976,56
Dream Letter,['Tim Buckley'],1969,25
Dream Lover,['Bobby Darin'],2007,51
Dream Maker,['Rick James'],1978,29
Dream Montage,['Keith Forsey'],1985,30
Dream Mother (Carroll Gibbons),['Carroll Gibbons'],1929,0
Dream Of You,['Helen Merrill'],1956,12
Dream On,['Bill LaBounty'],1982,28
Dream On - 2007 Remaster,['Depeche Mode'],2001,40
Dream On - Single Version,['The Oak Ridge Boys'],1980,27
Dream On A Summer Night,['Oscar Peterson'],1957,8
Dream Operator - 2005 Remaster,"['Talking Heads', 'Jerry Harrison']",1986,26
Dream Police,['Cheap Trick'],1979,53
Dream River,['Ted Weems & His Orchestra'],1928,0
Dream Scene - 2014 Mix,['George Harrison'],1968,21
Dream Star of Araby,['Jack Payne'],1930,0
Dream Sweet in Sea Major,['Miracle Musical'],2012,60
Dream Theme,['Tanya Goodman'],1987,33
Dream Theme (instrumental),['Tanya Goodman'],1987,32
Dream To Me,['Dom Kennedy'],2011,50
Dream Together,['Apocolothoth'],1936,0
Dream Voucher,['Rannar Sillard'],2019,66
Dream Walkin',['Toby Keith'],1997,35
Dream Warriors,['Dokken'],1987,48
Dream Weaver,['Gary Wright'],1975,58
Dream Within A Dream,['Propaganda'],1985,37
Dream World,['The Monkees'],1968,22
Dream a Dream - Radio Mix,['Captain Jack'],1999,42
Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood),"['Doris Day', 'Paul Weston And His Orchestra']",1957,56
Dream a Little Dream of Me - Acoustic Demo,['Soup Solstice'],1931,0
Dream about me,['Tuva Meyer'],2019,62
Dream dependence,['Viclo'],2019,66
Dream for Mother,['Christian Death'],1982,25
Dream in Blue,['The Stray Birds'],2012,53
Dream lantern,['RADWIMPS'],2016,65
Dream of Life,['Billie Holiday'],1938,3
Dream of the Archer,['Heart'],1977,34
Dream of the Return,['Pat Metheny Group'],1989,39
Dream to Make Believe,['Armor For Sleep'],2003,38
Dreamboat,['Elton John'],1983,30
Dreamboat Annie,['Heart'],1975,44
Dreamboat Annie (Fantasy Child),['Heart'],1975,35
Dreamboat Annie - Reprise,['Heart'],1975,32
Dreamboy/Dreamgirl,['Johnny O.'],1990,27
Dreamcatcher (feat. Swae Lee & Travis Scott),"['Metro Boomin', 'Swae Lee', 'Travis Scott']",2018,68
Dreamer,['Bobby Blue Bland'],1974,22
Dreamer - Janice Robinson Vocal,[Livin' Joy],1997,61
Dreamer - Remastered,['Supertramp'],1974,33
Dreamer's Ball - Early Acoustic Take / August 1978,['Queen'],1978,26
Dreamer's Ball - Remastered 2011,['Queen'],1978,31
Dreamers Ball,['Queen'],1978,30
Dreamflower,['Tarika Blue'],1977,42
Dreamgirl,['Dave Matthews Band'],2005,49
Dreamin',['Slave'],1980,25
Dreamin' - 2001 Remaster,['Cliff Richard'],1980,39
Dreamin' Again,['Jim Croce'],1973,42
Dreamin' Man,['Neil Young'],1992,42
Dreamin' of Love,['Stevie B'],1991,44
Dreaming,['Smallpools'],2015,60
Dreaming (Tell Me),"['Yngwie Malmsteen', 'Joe Lynn Turner']",1988,42
Dreaming - Remastered,['Blondie'],1979,35
Dreaming - The Chainsmokers Remix,"['Smallpools', 'The Chainsmokers']",2013,55
Dreaming About You,['The Blackbyrds'],1994,46
Dreaming Casually,['Thee Midniters'],1999,40
Dreaming From The Waist,['The Who'],1975,23
Dreaming My Dreams,['The Cranberries'],1994,49
Dreaming My Dreams With You,['Cowboy Junkies'],1988,45
Dreaming Of You,['Selena'],1995,64
Dreaming The Blues,['Bert Kaempfert'],1961,13
Dreaming in Metaphors,['Seal'],1994,39
Dreaming of 4000,['Electric Light Orchestra'],1973,24
Dreaming of Me,['Depeche Mode'],1985,30
Dreaming of Me - 2006 Remaster,['Depeche Mode'],1981,30
Dreaming of a Home / Smile,['Charlie Chaplin'],1936,8
Dreaming with My Eyes Open,['Clay Walker'],1993,38
Dreaming with a Broken Heart,['John Mayer'],2006,64
Dreaming's out of Season,"['The Montclairs', 'Phil Perry']",1972,21
Dreamland,['Third World'],1977,27
Dreamland Express,['John Denver'],1985,29
Dreamline - 2004 Remaster,['Rush'],1991,43
Dreamlover,['Mariah Carey'],1993,57
Dreams,['The Cranberries'],1993,72
Dreams (Will Come Alive),['2 Brothers On The 4th Floor'],1994,62
Dreams - 1973 Beginnings Mix,['The Allman Brothers Band'],1969,20
Dreams - 2002 Remaster,['Fleetwood Mac'],2002,42
Dreams - 2004 Remaster,['Fleetwood Mac'],1977,80
Dreams - Live 1977,['Fleetwood Mac'],1977,45
"Dreams - Live 1980, Paris, France",['Fleetwood Mac'],1980,29
Dreams - Live At Ludlow Garage/1970,['The Allman Brothers Band'],1970,22
"Dreams - Live at Warner Brothers Studios in Burbank, CA 5/23/97",['Fleetwood Mac'],1997,41
Dreams - Live on PBS in Boston 2004,['Fleetwood Mac'],1985,30
"Dreams - Live, 1974",['Gregg Allman'],1974,19
"Dreams - Sessions, Roughs & Outtakes; 2004 Remaster",['Fleetwood Mac'],1977,49
Dreams - Take 2,['Fleetwood Mac'],1977,49
Dreams Are Made For Children,['Ella Fitzgerald'],1958,22
Dreams Are the Flowers (That Bloom in Your Heart),['Jackie Cusic'],1988,33
Dreams Be Dreams,['Jack Johnson'],2003,46
Dreams Burn Down - 2001 Remaster,['Ride'],1990,33
Dreams Go By - Live 1975 Version,['Harry Chapin'],1976,28
Dreams I'll Never See,['Molly Hatchet'],1978,52
Dreams Keep Bringing You Back,['Matthew Wilder'],1983,27
Dreams Never End - 2015 Remaster,['New Order'],1981,52
Dreams Never End - 2019 Remaster,['New Order'],1981,33
Dreams Of The Everyday Housewife - Remastered 2001,['Glen Campbell'],1968,30
Dreams Reoccurring,['Hüsker Dü'],1984,26
Dreams To Dream (Finale Version) - Fievel Goes West/Soundtrack Version,['Linda Ronstadt'],1991,28
Dreams Tonite,['Alvvays'],2017,62
Dreams and Nightmares,['Meek Mill'],2012,45
